Text,Sentiment
"Larger companies reverse trend, beat SMEs in Q3 results",1
Legal tussle forces Sebi to re-think decision on self-regulation,0
Limited options in banking space to pick: Harendra Kumar,0
Lodha Developers gives guidance for debut US dollar bond,0
Look for levels around 6630-6640 on Nifty: Ashwani Gujral,0
Maharashtra say no to Bt cotton seed price hike,0
Manpasand Beverages plans IPO to raise Rs 500 crore,0
"March series may expire at 6,600-6,650: Vishal Kshatriya, Edelweiss",0
Marginal revision in Lupin's target price expected: Pankaj Pandey,0
Max Indias Vibha Paul Rishi decides to move on,0
Micromax rejigs management; ropes in Deepak Mehrotra as CEO,0
Mideast crude market rides out Iraq conflict for now,0
Moderate earnings expected for IT companies in Q3: Analysts,0
MRPL posts profit of Rs 260 cr in Q3,0
MSCI global indices may include Alibaba after investor queries,0
MT Educare IPO oversubscribed 1.22 times on day 2,0
"Munish Sharda appointed as Future Generali Life MD, CEO",0
Muthoot Fincorp announces its first public issue of NCDs,0
"Nagesh Basavanhalli to head India business of Fiat, Chrysler",0
Nasdaq to settle Facebook IPO lawsuit for $26.5 million,0
NCDEX seeks permission to do futures trading in sugar,0
New rules on delivery instruction slips from October: Sebi,0
"NHAI tax-free bond closes tomorrow, grab a share now",0
Nifty likely to revisit 7450-7500 support levels: Mitesh Thacker,0
"Nifty looks tightly range bound: Vineet Bhatnagar, MD, PhillipCapital",0
Nifty may take a breather around 6715-6750 this week,0
Nifty might retest earlier high of 7800: Mitesh Thacker,0
Nifty to test 6900 levels; top five trading strategies,0
"Nifty50 may not break 8,000 in hurry: Sandeep Wagle",0
Nikko reworks stake in Ambit Group JV to 51%,0
Nissan Motor India appoints Takayuki Ishida as new MD,0
Nita Ambani becomes first woman director on Reliance board,0
NMCE to launch select forward agri contracts this month,0
NMDC offers RINL ex-CMD AP Choudhary full-time advisor post,0
NMDC offers RINL's ex-CMD AP Choudhary full-time advisor's post,0
Noel N Tata takes over as chairman of Trent,0
Noel N Tata takes over as chairman of Trent,0
"Nomura neutral on YES Bank, target price at 380",0
Nomura's top five largecap picks in an uncertain market,0
NSE arm introduces acceptance of FDRs in electronic form,0
NSE expects 8-10 listings on institutional platform by March,0
NSE to launch trading in currency options on Friday,0
NSEL ties up with Tanfed to procure vegetables online,0
NSEL to rematerialise e-series contracts from April 12 onwards,0
"NYSE tests systems, to brief investors before Alibaba debut",0
OIL India is more sideways type stock: Ashwani Gujral,0
Oil marketing companies to procure Rs 97-crore litre ethanol,0
Oil steady around $114 as Iraq exports in focus,0
P Padmanabhan takes charge as MD Numaligarh Refinery Ltd,0
P Padmanabhan takes charge as MD Numaligarh Refinery Ltd,0
Panacea Biotec Q3 net profit at Rs 83 crore,0
"PE funds Multiples, IVFA eye stake in Dodsal Group",0
"PepsiCo India appoints new CEOs for beverages, foods businesses",0
Philippe Divry appointed as the MD of Volvo India,0
"Pipavav is steady: Ambareesh Baliga, Way2Wealth Brokers Pvt. Ltd",0
Piramal Enterprises Q3 net profit at Rs 249 crore,0
Ponzi schemes: Sebi seeks quarterly meetings of state panels,0
Pre-market: Nifty seen opening flat; mat retest 8100 levels,0
"Pre-market: Nifty seen opening flat; may reclaim 7,550 levels",0
"Pre-market: Nifty seen opening flat; may reclaim 7,800 levels",0
Pricing power is the key in FMCG: Prateek Agarwal,0
Prism Cement Q1 net profit at Rs 13.24 crore,0
Private sector is more promising than PSU bank stocks,0
PTC India seeks shareholder nod to pay 22% dividend,0
Pyramid Saimira case: Sebi completes probe against five entities,0
R K Tewari takes charge as new CBDT Chairman,0
Rajiv Sawhney puts in papers as Mahindra Holiday CEO,0
RBI ensures resumptions of RTGS functions in bond trading,0
RBI is helping govt gold monetisation scheme take off,0
Recommend wait and watch for Reliance Communications: Deven Choksey,0
Recommend wait and watch for Sintex Industries: Deepak Shenoy,0
Re-emergence of equity investors in 2014: Baroda Pioneer MF,0
Reliance Industries continue to do reasonably fine: Amisha Vora,0
Reliance Industries may post a flat performance for Q1,0
Reliance will participate in a bigger way: Kunj Bansal,0
"Religare Capital Markets appoints head of institutional equities, India",0
Revise Tata Consultancy Services target to Rs 1152: Kotak,0
Rice bran oil set to smoke out olive oil,1
RINL IPO will depend on market conditions: Steel Secretary,0
Royal Exchange appoints Mukesh Malhotra as new group head,0
Rupee ends flat; Reserve Bank of India intervention seen,0
"Rupee snaps two-day fall as exporters, corporates sell dollars",1
Rupee will probably stabilised around 61-62 levels: Sudip Bandyopadhyay,0
Sanghvi Forgings lists at Rs 88 on the NSE,0
Santosh B Nayar new CEO & MD of IFCI,0
Santosh Nayar to be MD and CEO of IFCI,0
SAT to hear Alchemist Capital case on September 29,0
Satisfactory PAT nos from FMCG majors: Networth Stock Broking,0
SCA Hygiene India appoints Milind Pingle as Managing Director,0
Scenario for Rel Comm is range bound: Sanjeev Agarwal,0
Sebi announces new corporate governance norms; mutual fund policy,0
Sebi board approves sharing KYC details with financial regulators,0
Sebi clears amalgamation of Aarti Industries & promoter firms,0
Sebi collates KYC details of nearly two crore investors,0
SEBI enhances vigil for money laundering through stock market,0
Sebi mulls YieldCo listing norms in renewable funding push,0
Sebi notifies rules for using IPEF for refunding investors,0
Sebi orders attachment of demat a/c of MPS Greenery,0
"Sebi orders attachment of demat, bank accounts of defaulter",0
"Sebi proposes including family trusts, NBFCs in QIB segment",0
"Sebi proposes new title of ""vice-chairpersons"" for its members",0
"Sebi to fix strict enforcement timelines, focus on refund",0
Sebi to meet rating companies today for reality check,0
Sebi to revisit policy on proprietary trading by brokers,0
Sebi to soon notify norms to regulate research analysts,0
Sebi to study global systems to catch manipulators early,0
Sebi to tap social media for investor awareness campaigns,0
"Sebi wants young, high-earning worker pension money in MFs",0
Sectors that are likely to outperform in Samvat 2071,0
Selection panel for Sebi chief reset; PMO nominee included,0
Sennheiser appoints Gunjan Srivastava as MD for India operations,0
"Sensex may touch 22,000 level before general elections: Experts",0
"Sensex rangebound, retests 28000; top ten stocks in focus",0
"Sensex rangebound, trades below 26000; top 20 trading ideas",0
Sensex takes a breather; top ten stocks in focus,0
Sentimental impact coal pricing is inevitable: P Phani Sekhar,0
Servalakshmi Paper Ltd receives SEBI approval for its IPO,0
Sharekhan revises BASF India price target to Rs 586,0
"Snowman to be listed in 2014, says Gateway Distriparks",0
Soaring milk prices may become India Inc's latest bugbear,0
Spice exporters eye Vietnam for a steady pepper supply,0
"SREI Infra is moving sideways: Ashwani Gujral, Market Strategist",-1
State government companies lure PFs with high-return bond issues,0
Stick to regional players in cement sector: Jagdish Malkani,0
Stock exchanges are fighting a global war for listings,0
Study company's management before buying infra stocks: Prashasta Seth,0
Submit associate member details by February-end: NSE to brokers,0
Sugar mills in Maharashtra can now expect saffron boons,0
Suven Life Sciences Q2 flat at Rs 25 crore,0
"Suzlon eyes Rs 10,000 crore LSE listing for arm",0
Sweet sugar turns bitter for mill owners in 2014,-1
T K Sengupta takes over as Director of ONGC,0
"Tapering is bound to happen: IV Subramaniam, Quantum AMC",0
Tata Elxsi Q4 numbers justify its valuations: Prakash Diwan,0
Tata Power appoints Ashok S Sethi as Executive Director,0
Tata Steel to pay Rs 193.34 crore as bonus,0
"Tax gold imports, bond with NRIs and grow tomatoes",0
Technical snag at BSE; exchange looking into it: Official,0
Telenor promotes Indian executive Prasoon Sinha for global role,0
Ten-year T-yields to stay at 2.5-3%: Pimco Bill Gross,0
Ten-year T-yields to stay at 2.5-3%: Pimco's Bill Gross,0
Thermax posts Q4 net profit at Rs 126.50 cr,0
Time Technoplast is fairly valued at 71: Sudhir Nair,0
Timex posts Q4 net profit at Rs 2.47 crore,0
Tirupati gold set to be locked safely in PSBs,0
Top 10 luxurious types of coffee across the globe,0
Top five factors which are weighing on Indian markets,0
"Trimax IT Infrastructure plans IPO, files DRHP with SEBI",0
U K Sinha gets two-year extension as Sebi chief,0
UltraTech Cement allots 658 shares to employees under ESOP,0
Universal Commodity Exchange launch likely by Diwali: Ketan Sheth,0
US stocks end little changed before monthly jobs report,0
US-based CGAP elects Indian as Chairman of Executive Committee,0
Vipul Prakash to be Pepsi-Co marketing head in India,0
Vipul Prakash to be Pepsi-Co's marketing head in India,0
Visa Steel appoints Punkaj Kumar Bajaj as new CEO,0
Vishal Sikka to outline strategy at Infosys' Q2 results,0
VRL Logistics IPO subscribed 0.47 times on Day 1,0
VRL Logistics sets Rs 195-205 price band for IPO,0
Waiting for Nifty to move above 5570-5575: Mitesh Thacker,0
Wall Street finishes flat; deal news offsets housing data,0
"Wall Street is for sale, but is it cheap?",0
We retain our 'neutral' stand on Infosys: IIFL India,0
What analysts have to say about Infosys Q3 results,0
What brokerages have to say about the Adlabs IPO,0
What investors should expect from Axis Bank Q2 results,0
Why Hemang Jani is not bullish on banking stocks,0
World Gold Council organises forum to reform gold fix,0
Would look at shorting opportunities in banks: Mitesh Thacker,0
Yen broadly in line with Japan fundamentals: IMF Lipton,0
Yes Bank wrangle may be solved out of court,0
"Yuan firms for 4th week, crosses 200-day moving average",0
"Yuan flat, central bank signals stability with steady midpoint",0
"Yuan holds steady, seen capped at key 6.20/dollar level",0
"Yuan little changed on PBOC guidance, seen trading narrowly",0
1.3 lakh investors traded via mobiles on NSE in Q1,0
103 alter funds allowed to operate in Ind by Sebi,0
5 factors indicating the tide is turning for banking sector,0
Ace to launch direct delivery from sellers' location in Gujarat,0
Acropetal's Rs 170-cr IPO to hit market on Feb 21,0
Alibaba's record IPO covered entire deal in 2 days: Sources,0
Amara Raja posts 13% growth; market leader Exide slips 11%,0
"Amitabh Bachchan rings opening bell of BSE while promoting ""Yudh""",0
Analysis of the performance of mid-sized banks in Q1 FY13,0
Analysts see no major impact from new Fed tapering talks,0
Anoop Singh to quit as IMF's  Asia Pacific Director,0
"Asia tentative, awaits word on US Federal Reserve rate outlook",0
BAE Systems names John Brosnan as new India managing director,0
Banking is the sector is own right now: Satish Betadur,0
Bharti Airtel to raise 250 million Euros for 5 year,0
BNP Paribas buys Mahindra Holidays shares for Rs 20.3 crore,1
BNP Paribas fine shows dollar key role in global markets,0
Bourses ask cos to strictly comply with 'trading window' rules,0
"British markets breathe sigh of relief as Scotland votes ""No""",0
BSE resumes trading after tech glitch; top 20 trading ideas,0
"BSE resumes trading post tech glitch; traders, arbitragers hit most",0
BSE to auction unused government bonds limit to foreign investors,0
Build defensive portfolio in volatile markets: HDFC Standard Life Insurance,0
CBI expected to seek licensing records of NSEL from states,0
Centre seeks more time to pass FTIL-NSEL final merger order,0
CERC gives Financial Technologies more time for IEX stake sale,0
Chances are that Nifty will go towards 8650-8700: Ashwani Gujral,0
Cheap valuations of public sector banks: Buy or no buy?,0
China sets stage for opening commodity futures to foreign investors,0
China state-owned margin finance corp says to ensure market stability,0
China yuan remains nearly flat as ruling party meeting opens,0
Cipla: Focus on exports critical to swing in future surprises,0
Cisco rejigs India operations; appoints Dinesh Malkani as President Sales,0
Cognizant September quarter results: Five things to watch out for,0
Colvyn Harris gets South Asia as JWT 'deconstructs' region roles,0
Cos listed on VSEL to move on BSE dissemination board,0
Cos with high IPO grades have higher PE multiples: Crisil,0
Crackdown on Ponzi schemes: Ordinance empowering Sebi set to lapse,0
"Definance Technologies, now Hinduja Tech, plans to enter new markets",1
Dewan Housing's PE arm ArthVeda Fund launches infrastructure debt fund,0
Did IGate's Board wrong its shareholders? Law firms are examining,0
Digjam promoters settle case with Sebi; pay Rs 13.27 lakh,0
"Domestic companies turn back on bank loans, issue bonds instead",0
DSK Developers launches Rs 200 crore public issue of debentures,0
ECB QE: What markets expect and what it might mean,0
ECB says forex benchmark rates compiled on too narrow basis,0
"EGoM to decide Engineers India FPO date, price band tomorrow",0
EID Parry declares interim dividend of Rs 4 per share,0
ET 500: Why Dynamatic is the Infosys of aerospace manufacturing,0
Europe shares mixed as buoyant results offset by China woes,0
Expect markets to be range bound going ahead: Mitesh Thacker,0
"F & O Tracker: 6,150 key support level for Nifty",0
F&O Tracker: Market may move in a range till May-end,0
F&O tracker: Next support for Nifty seen at 8320 levels,0
Fatpipe Networks extends IPO; price band revised to Rs 80-85,0
FII's step up stocks purchase after IMF reiterates positive growth,0
Finance Ministry sets ball rolling for listing of UTI AMC,0
Fiscal deficit to be around 5% this year: JP Morgan,0
